income,credit_score,loan_amount,job_experience,assets_value,existing_loan_amount,approval
39399,727,9446001,5,1524210,1212882,0
73042,525,2314808,13,299800,0,0
52445,800,804794,0,438714,201681,1
63134,778,1123193,0,86295,2541397,0
45664,665,6041365,25,920127,763460,0
84774,673,820182,24,1011820,2438173,1
30822,842,1940486,8,846692,775679,0
70670,626,7618702,8,19651866,179903,1
75057,600,2281984,26,12711948,259220,1
48363,713,5616219,17,9066261,0,1
115374,558,8740164,4,348255,1523056,0
47023,548,1455076,33,21947276,2779514,1
212464,561,4463079,18,381695,1562508,1
266559,434,1428630,3,20655727,0,1
40943,714,4181663,5,4879142,575349,0
48813,395,1473953,34,903695,190009,1
108545,778,6270319,20,735538,0,1
78105,413,4609834,18,2621919,314479,0
79315,897,3597458,7,3511922,932661,1
36399,694,2926347,8,1655890,373859,0
116491,637,3826343,24,16313816,1935858,1
98692,758,2527810,27,8328938,101343,1
97505,773,226462,26,482359,0,1
37695,319,5147252,20,912414,118578,0
100303,506,9121886,8,1912042,0,0
143654,749,6953488,21,6498769,0,1
31259,542,348463,22,19008739,828111,1
32094,576,9708870,15,270136,331017,0
46725,829,4856196,4,298525,717581,0
130770,474,253127,21,13719410,0,1
197321,581,6653805,11,1398113,0,1
35830,388,1027926,33,2011442,0,1
95569,561,1913741,20,1607119,1806507,1
65607,698,555728,16,4529753,0,1
168525,585,3464444,23,4408257,965929,1
62047,685,304109,15,3680778,0,1
88115,798,3844783,8,4382159,4030161,1
100376,576,3433830,2,3368161,0,1
209657,819,466585,33,1738821,431352,1
36724,793,4331777,25,3623238,0,1
109727,664,8911480,9,4833470,0,0
42562,335,339554,33,1042047,1549003,0
65873,597,1307771,34,9288160,217098,1
303723,791,5418838,18,1238632,0,1
180290,710,6736974,16,204178,1194390,1
94623,847,4820924,9,336647,1800291,1
62503,573,1675138,20,152168,774159,0
52559,490,156734,23,151693,661976,0
67346,368,335121,16,4704935,1239388,0
31198,673,192689,18,14521087,0,1
33127,709,1178769,26,4327716,542609,1
167048,884,8225138,34,3933054,0,1
265508,715,6279718,22,4691357,75103,1
177674,666,1290801,7,7920106,0,1
47868,854,7590083,11,9422012,0,1
44497,633,4739055,24,13383986,222140,1
31986,717,1488481,31,2443447,0,1
63672,466,520941,27,99521,245507,0
125223,820,5302514,2,4836965,77948,1
59158,827,8610109,8,847345,0,0
110227,750,552930,5,1784252,0,1
285514,516,9241328,15,1881426,1758301,0
86255,618,808395,9,1677821,0,1
99966,805,4576063,31,9621783,3292039,1
50963,716,2601704,22,1805592,166003,1
60457,595,8456337,34,4447763,0,0
32340,604,1221436,20,8994785,0,1
81881,552,2885264,35,4485566,0,1
72984,605,4234006,33,21306944,115119,1
79801,626,1426860,16,387548,115860,1
84229,732,1084227,19,88168,178325,1
94561,450,207498,8,62953,0,0
60886,394,9069129,2,1453112,714378,0
37919,868,3608495,24,3143469,0,1
30936,812,9458866,30,1977504,176302,0
106506,787,493536,10,4334152,0,1
37722,300,4774444,3,380588,148835,0
114269,431,8823947,28,1509663,1024953,0
55477,630,1138175,5,1026070,0,1
240266,649,1905084,11,1637957,103873,1
311203,563,4778476,4,294604,288484,1
131128,589,3170232,2,5247380,619645,1
90810,786,1906891,2,521216,0,1
37376,606,1392918,20,8361051,18165,1
443480,547,3343131,9,15313358,0,1
53852,817,322926,17,362745,139398,1
60010,888,8538702,12,1371729,1512407,0
345243,529,482874,13,23058950,0,1
78943,515,1109706,33,5655017,635041,1
88345,862,4307805,29,5371784,827467,1
295896,678,4473614,22,81698,0,1
97575,626,1603905,11,1161225,0,1
35400,790,380012,31,480587,491249,1
58269,572,513784,21,1900246,195093,1
400927,816,5416935,31,316870,0,1
434909,535,6596418,23,15592122,380228,1
193760,700,7196971,23,227963,3527630,1
41861,544,823731,15,316234,1732626,0
157648,514,756708,32,681259,109569,1
135193,878,5539236,15,2156056,0,1
413742,565,350007,2,3620550,480598,1
61233,789,3323760,2,2559624,0,1
59750,738,447494,25,571022,0,1
37922,573,8294865,27,2577059,161931,0
78655,703,1807184,18,8333211,193855,1
30121,351,4521929,16,14233648,625691,1
136981,775,142374,15,20912843,220776,1
37363,425,6001014,15,24266823,0,1
103203,568,245352,35,6840317,1433346,1
38787,822,1172255,25,76907,0,1
39018,554,5247643,3,8489594,575201,0
56359,721,4900214,32,3387038,0,0
93287,677,1107572,24,9449912,253207,1
48424,721,8556064,2,4441134,0,0
57452,895,9158065,34,4516841,671553,0
68859,304,2848911,31,333458,1729408,0
36311,507,8121336,29,263972,0,0
65873,626,4825671,32,4047447,112090,0
80856,534,1957026,2,4513633,0,1
162980,304,1604112,18,3544108,903937,1
56552,747,752231,4,1972185,2276928,1
40949,585,1204136,27,661707,682735,1
53511,485,1597911,20,194031,12978,0
190440,312,2558441,13,389500,1549508,0
201194,494,4789525,31,10566457,533497,1
73607,638,4449520,27,939667,2048361,0
271991,513,1422181,14,217875,136508,0
49290,604,8045451,17,4568403,0,0
86168,596,1772987,14,497232,25843,1
105812,442,1158308,8,1688010,4692906,0
50075,639,3909178,21,1363461,1528616,0
298864,827,7356675,1,92830,1358454,1
51801,700,1364187,33,10767726,4175405,1
499309,802,7183230,32,831124,752778,1
39292,794,8357244,11,1160804,768162,0
66374,314,6505786,13,1187063,432052,0
116321,835,4478675,33,7196762,0,1
91879,879,5689122,26,16243751,1510220,1
39682,685,8681058,32,302677,794191,0
132638,722,7962042,7,567784,1297070,0
114473,367,1865586,10,4096946,44416,1
58472,884,1603739,20,22960629,147059,1
59694,886,525453,17,868760,122602,1
42120,518,2179332,24,6731690,863056,0
41820,675,3894379,14,3675114,62340,0
30058,489,364222,25,9242612,648999,0
259702,669,478458,9,494811,1952696,1
170882,806,404568,14,154372,61411,1
219857,790,1874856,13,2883896,474337,1
143621,747,9009881,29,19819225,130739,1
133381,682,1149731,22,13217108,854357,1
36599,815,1461231,12,953108,1420444,1
110681,535,7065631,25,4879192,2918117,0
35354,763,2385940,3,2474302,1548238,0
49830,736,4476315,2,173450,109707,0
57366,898,6593484,14,1841123,50922,0
79381,639,265118,21,9537586,604074,1
41679,524,7745688,9,6315027,0,0
79140,785,5131770,23,1347597,647946,0
35311,633,2937958,12,3887174,1473971,0
111984,880,748317,1,276993,101995,1
91876,826,1177939,12,1598922,0,1
136195,604,8088751,6,160796,0,1
52121,896,1912501,17,19280670,0,1
33079,844,1466257,18,5819386,2354291,1
77913,791,1935609,7,1813663,4381699,1
110135,688,3742360,25,10050405,356349,1
109541,673,744727,34,2816831,141980,1
51342,466,2659548,34,347588,61295,0
40657,738,6929989,6,1429215,16785,0
79018,670,1496084,33,360869,86221,1
33513,622,4742423,5,2090956,1339947,0
30104,729,9664597,16,3268501,0,0
185122,819,2014863,17,20572653,1793497,1
131495,438,3968941,13,5644002,1035044,1
90841,822,8995586,17,1459357,1973427,0
68559,566,327152,19,3868799,0,1
103008,894,1018051,21,743116,0,1
209685,640,5536776,19,22710447,589174,1
43324,709,4002639,6,3501138,0,0
117589,605,4480964,28,3124300,40938,1
40381,772,869954,7,2141552,624074,1
218018,732,934750,5,148222,4844857,1
40586,734,1641110,11,4210739,1373012,1
73084,824,2797137,1,1933455,176814,1
273111,762,400343,23,4135738,926622,1
41167,805,3871054,1,3556800,242410,0
60673,704,7398126,16,5545365,534116,0
31425,827,851416,33,2105889,2754389,1
54395,623,1766643,17,457892,189646,1
484423,562,219180,2,6600302,612765,1
39232,488,8837414,2,20901750,0,1
56054,611,1525044,16,4451433,0,1
83889,508,835905,23,20967492,0,1
52213,635,7773651,25,372450,0,0
344584,328,947039,24,1957245,0,1
75792,531,1071495,21,4686236,715197,1
111041,803,454518,6,7654790,1136140,1
45696,783,5811191,2,8379411,1909491,0
81692,618,2686315,18,9767780,3366015,1
143930,666,3334354,9,4652542,0,1
82035,395,797031,12,337371,93201,0
108645,734,936323,0,4662064,243512,1
43047,677,4741609,28,113872,119926,0
42666,710,1456732,35,24099452,140402,1
52732,738,3270594,29,10574744,82710,1
312557,674,8540878,13,18297910,486541,1
367184,519,1160256,33,557672,3488157,1
88100,687,198261,5,598785,101795,1
45638,581,1019296,8,138803,1065733,0
165675,755,7393018,25,3761744,85728,1
33823,794,318865,32,3684744,1730524,1
390138,547,7845691,17,402852,660371,1
249810,790,9728390,17,1264000,121320,1
118418,867,4296910,30,397982,38268,1
111108,634,2394891,14,286430,0,1
36474,668,3652783,3,631967,1611725,0
123002,425,1122131,17,5630017,184625,1
34193,849,452620,0,102397,659176,0
140653,602,748453,28,499377,295210,1
43179,631,847081,3,1515561,0,1
38797,695,9513167,12,550025,1624138,0
93521,698,3024249,18,1622115,0,1
33338,377,1795336,34,1698480,3038561,0
150881,866,1863372,3,23969099,89204,1
207037,744,6537306,1,802181,320520,1
176755,505,7989545,0,8033761,748183,0
71899,890,5596594,25,1987137,0,0
78814,808,2730832,7,12605331,0,1
68389,588,2055318,5,9081870,0,1
214562,649,9765088,17,250961,0,1
293107,726,7888600,28,2353199,0,1
99611,723,4630336,33,2245156,4163374,0
118104,667,1466921,29,158503,0,1
47582,878,250903,18,4283240,135892,1
51790,697,1737848,14,409231,0,1
48206,900,946643,26,290978,3355254,1
223426,760,6858677,27,19232646,22522,1
74512,885,2084705,7,489105,0,1
79015,555,9431354,11,168160,783049,0
79014,612,3875459,10,902082,0,1
45309,692,366120,14,1251629,1492193,1
182316,886,5461788,17,375914,1163270,1
453674,714,9045594,31,128872,1601864,1
196484,537,3917063,19,2634464,17222,1
41404,722,3063336,23,452366,0,0
37417,822,212658,14,16502045,0,1
192968,591,1695431,21,10151841,739351,1
96819,791,2136722,17,23313530,573804,1
37442,679,6910192,14,15403356,411330,1
212214,606,4621683,32,13944976,82115,1
84891,889,9216049,33,306088,0,0
69463,861,1958043,9,6149500,0,1
240164,490,7031504,22,1794932,0,0
75876,377,4244784,7,5642827,17031,1
36136,532,707102,23,6438786,148245,1
48941,490,2764395,7,3584641,209576,1
428554,842,7892079,7,3086697,0,1
46392,428,5947020,32,155320,745524,0
56001,654,439392,28,19579154,341101,1
138071,848,8163340,0,753371,0,1
54093,704,117877,25,9193368,0,1
68925,683,9687926,6,994811,0,0
79300,514,3266082,0,9711543,106691,0
44840,577,3931204,9,4356665,329093,0
89925,695,340709,29,238422,963965,1
60477,404,8573198,6,5570265,0,0
38687,886,2119872,17,7564351,1311116,1
47960,713,2389997,16,3565379,0,1
48871,611,1690452,20,7428151,182479,1
57081,855,1728127,8,2937379,36532,1
48589,677,9936934,18,177263,740699,0
31421,391,5098761,10,1265326,0,0
145917,633,5170305,31,704712,461963,1
41354,855,3708807,16,765244,0,0
62544,769,407241,11,1081100,0,1
176905,857,1845243,0,6091340,46421,1
279944,813,260814,23,3640630,0,1
409350,618,4561287,4,1116938,3174970,1
67528,666,5248391,30,439127,0,0
483869,780,4513350,2,19918352,184950,1
42324,573,1287347,1,590239,2499757,0
117063,748,4978977,3,409847,0,1
226544,779,1664577,10,22985004,0,1
131295,746,9911883,9,18757444,183422,1
31509,651,473201,6,5879753,188683,1
114305,520,9458520,19,4391980,566430,0
278233,774,1855990,17,1391208,519269,1
226797,653,7480455,8,1881607,143140,1
56698,717,8603724,15,524008,2517816,0
47174,486,3240759,12,1183154,0,0
60184,350,700142,20,4607619,514888,1
97672,785,1112682,33,7976667,198597,1
50741,450,424553,26,14707159,4294896,1
62769,886,6684318,20,1659669,0,0
40930,635,2484346,23,2516168,0,0
107164,884,834644,8,1005082,0,1
272062,509,2648736,32,1614338,0,1
111945,617,1388254,16,3199892,4769242,1
163816,834,199727,4,20819997,0,1
91878,800,8475734,33,141024,73194,0
49782,524,1612950,13,4382337,180863,1
200214,516,1967875,12,13923723,0,1
152227,658,4877739,35,4296724,0,1
134930,650,7182514,26,320946,205606,1
48691,753,9725921,24,150549,252731,0
50279,613,1558856,17,7924598,1214970,1
74661,855,1996764,34,1254365,0,1
48390,383,113954,0,2732832,75811,0
112600,747,344185,20,8535297,40562,1
35202,522,6872764,1,1833671,37853,0
77181,818,4997484,31,15398011,0,1
151891,512,2378805,24,479793,656199,0
169664,800,120770,9,4495154,4455656,1
70712,615,8837925,13,386070,192870,0
95668,679,643716,10,9562873,431604,1
440579,726,8249114,8,160610,4277312,1
45063,665,5550719,29,3792682,0,0
32695,809,3733477,8,2007506,540422,0
70611,884,3343664,35,741963,90566,1
71734,564,110443,26,683911,2589911,1
60651,609,206686,4,2003200,604672,1
51775,705,1002737,7,1942203,1340763,1
181969,889,256319,21,452360,0,1
62047,759,517278,14,7325685,1337079,1
30207,872,4353772,27,21004724,13567,1
101996,814,838588,25,3113861,0,1
63622,720,1265749,18,15338972,40566,1
117732,584,8621442,26,317542,122253,0
66877,602,299333,31,21232827,0,1
116290,822,4013984,6,4633846,0,1
34841,814,3948220,5,1139051,0,0
267364,883,134211,11,2179275,1890683,1
58312,798,1771070,28,2550498,0,1
36921,877,168573,6,4730442,690714,1
99391,630,616880,16,146810,0,1
85724,630,338397,6,1092000,1343986,1
110825,813,815872,25,8545826,182283,1
59286,779,7754323,19,6421146,151254,1
46674,558,260087,2,420156,0,1
31793,683,216849,0,302292,2490451,0
94657,885,8750133,22,181479,10701,0
92656,880,2030784,19,1145156,4488457,1
166633,616,125780,17,1774381,4801852,1
87866,737,9069976,7,22708508,155621,1
38015,505,4998720,25,3483684,547163,0
34299,568,1215960,26,3404422,0,1
32633,843,158142,15,21306106,292256,1
155477,532,952809,19,539476,2190684,0
61849,809,3785401,23,1291227,0,0
78777,761,1524657,2,9507205,0,1
206466,356,385747,15,20966011,83687,1
49197,516,3716053,3,604674,179725,0
68914,694,2854269,28,7085575,2565854,1
378607,681,6645054,11,5611030,0,1
67956,888,8432143,20,6374583,19281,1
104169,704,508314,28,24221043,1200747,1
72762,863,2977491,22,8361466,0,1
111858,867,9427409,28,18512127,191410,1
36746,874,9047886,10,347961,3611538,0
104533,711,2037310,35,3905817,106611,1
119825,637,837230,12,389925,0,1
115610,660,1640174,15,1480572,147116,1
167749,861,456159,30,2568767,1610983,1
51140,703,8538275,26,497479,172051,0
57435,678,9548905,30,4510526,1312372,0
240364,389,330621,32,997189,110677,1
72886,447,1716561,18,459981,1807270,0
58565,892,6481334,25,1165579,0,0
157029,870,3135972,8,3934430,316572,1
101903,724,6199212,15,12817134,3271725,1
101797,576,634967,0,17339471,0,1
39968,883,748125,24,20109690,0,1
90808,872,8721835,3,18041738,1663691,1
47683,767,5477575,13,7804012,0,1
45351,813,2435493,28,935450,474329,1
51515,878,4399594,18,2892720,20677,1
466945,784,434411,18,4035137,1170573,1
171289,601,9530957,12,1836910,70455,1
400610,640,306744,17,414123,531256,1
370389,529,5149190,22,4080134,4755958,1
162366,686,256612,5,898897,1761692,1
121988,485,223939,26,1970594,0,1
74398,434,344943,0,629822,0,0
119190,317,1929566,29,2630041,2590964,0
37726,701,2306826,19,1948173,697281,0
63908,850,1691123,20,3840624,182868,1
69983,378,346619,27,23560890,341434,1
158892,508,3270521,5,1990768,0,1
76159,672,3107825,6,5071661,1298764,1
202117,693,551973,5,24794809,1405083,1
33722,613,9178497,18,21443425,634165,1
413530,765,433392,28,707578,61840,1
140647,607,4758207,20,4413393,4838951,0
33164,785,649215,11,19854261,0,1
266595,891,8882588,2,1816860,1726776,1
60528,786,4533858,13,21609168,171659,1
114099,557,4243421,35,2192352,1126709,1
81818,475,9901601,18,11521384,774736,1
104654,609,5567258,20,318127,2504275,0
75508,848,195164,17,8031851,86834,1
121220,658,9944555,7,1301285,1307431,0
48645,624,3865120,25,3607171,714622,0
486204,850,227205,23,4025270,372764,1
88176,634,9701146,0,3971456,654919,0
160092,594,111188,24,1895835,0,1
149535,606,262301,19,3923949,178663,1
31881,571,2342651,6,3322928,192299,0
71875,829,6784685,15,5459347,0,1
93240,721,7273627,7,1128577,1438125,0
136766,611,8950947,7,1481118,0,0
31225,580,9631963,9,8724923,168503,0
32856,718,4813052,23,3888308,0,0
36523,464,4527711,26,18328104,170757,1
274403,767,108911,16,251683,0,1
186113,652,5966242,14,3378447,1298218,1
48167,618,1915893,18,17912014,1852209,1
182135,885,5230075,20,297821,543752,1
64375,450,690481,30,4533428,696347,1
69009,836,647958,12,2053932,331991,1
281250,560,9644795,21,951991,405940,1
76183,584,8962767,19,1853336,883990,0
75310,816,6100203,34,571853,189823,0
39847,632,5635409,13,2245219,0,0
112736,897,673479,33,16884486,0,1
123781,503,8241282,16,11511646,0,1
151081,840,9323183,20,73515,0,0
37419,692,1830603,25,24951368,18138,1
35021,764,7654655,2,5178285,782988,0
60960,820,7977888,16,5519645,480428,0
183112,753,1650153,25,6304446,0,1
77020,809,4644168,21,9168156,0,1
37250,567,2228753,0,4444481,647873,0
264272,835,1014775,15,1107207,118513,1
82667,650,360251,2,9682320,134626,1
39675,527,1994996,3,5171358,0,1
81433,517,5554158,31,23892633,569885,1
72056,826,3186934,18,20039704,0,1
256099,774,6520529,15,1542553,691063,1
176132,668,332063,7,608349,629850,1
49807,595,2568443,22,105255,1008489,0
46916,553,310304,3,70325,0,1
76497,459,1716816,20,13855083,0,1
57495,811,317446,6,677960,0,1
61703,763,226444,18,1720139,0,1
98572,486,2715102,5,1876047,327261,1
31705,617,8963810,24,7303993,147536,0
83135,806,7549484,25,6950303,0,1
226928,353,9154297,7,304419,457310,0
48475,669,135660,29,303463,108569,1
43462,668,297737,4,20194118,320303,1
113346,670,4591906,20,376198,41109,1
97431,707,148049,14,358865,0,1
39478,582,6511468,4,2718523,3077333,0
52671,330,3682954,18,15134375,723217,1
104746,551,1457220,9,3524757,384200,1
229187,839,4748275,6,1131515,1050771,1
158101,520,420868,28,13492245,0,1
98411,716,9484471,6,4086260,0,0
51871,742,3908212,18,3365923,94554,0
222480,883,1146300,26,310442,278994,1
33470,535,2713301,9,17688015,0,1
101350,817,4282691,11,293497,671717,1
75391,697,5664977,9,186415,0,0
50796,588,3522664,28,4625457,0,0
34837,673,1216993,15,418103,1848345,0
49444,594,8329129,18,13345464,1373476,1
35968,730,1478156,25,24013557,617493,1
71589,596,703911,15,16541435,768402,1
259536,761,5506796,18,21345478,322577,1
282511,719,1695104,27,3149316,0,1
44711,764,4053046,24,1067754,0,0
73263,754,9684739,10,17023951,108114,1
256205,621,4840110,16,1549520,943000,1
148347,774,1471000,17,5452575,728383,1
130201,405,3379107,20,4277197,0,1
218249,787,1561340,29,18621172,860162,1
67693,764,238372,24,861469,185489,1
95123,661,2958770,28,4421638,0,1
82795,676,5455746,7,385491,1589702,0
61452,807,1449232,27,722663,3208120,1
71346,721,7189370,4,1137328,204247,0
101818,805,5067320,11,6927332,68070,1
65345,654,7831062,17,2999872,0,0
107214,885,1412548,5,1754485,1249107,1
39266,741,1485965,21,270892,2718647,0
40910,817,8089129,0,181411,0,0
54300,812,2576475,29,491207,1264889,1
39277,606,419716,30,9995862,10541,1
89654,746,163522,10,22230227,0,1
64886,618,942944,21,10988893,0,1
102085,364,2913882,25,3467672,0,1
77827,810,8517898,13,130183,2950907,0
43229,829,7196255,34,6903054,18522,1
79540,617,197604,8,2128927,145805,1
80774,750,338231,32,13901408,0,1
35518,881,8789744,2,2480160,4186677,0
36770,732,325277,21,8733442,50570,1
67848,379,2386324,31,683300,494670,0
63264,844,341411,18,8865750,425028,1
65761,679,222004,9,3026292,764746,1
133055,732,8354374,25,9798026,526585,1
71386,441,3942343,4,2831091,3043830,0
152031,532,5521465,30,3194197,149265,1
104399,883,9902542,9,243678,0,0
95555,633,279746,14,1129110,118186,1
76206,503,168715,13,7545345,1964106,0
46204,754,455479,24,21273368,1665933,1
109950,614,7082020,21,186654,198899,0
156987,303,8501442,20,1803642,130735,0
170716,738,5946718,5,1410810,0,1
64300,522,8569529,3,3313987,1553177,0
237485,681,9035404,19,3472315,0,1
44328,876,7705250,17,166861,46045,0
108653,727,8277392,26,13874033,4349782,1
40456,677,3733783,7,310548,0,0
175626,850,2845246,0,415968,4367040,0
63244,829,7260657,8,796687,199478,0
59245,386,1708480,21,3157335,3659300,0
229735,819,191186,23,3104671,0,1
52260,731,439467,1,20215140,922775,1
